artist,artist_id,followers,genres,popularity,type
Erik Satie,459INk8vcC0ebEef82WjIK,942188.0,"classical, classical piano",66.0,artist
Kendo Kaponi,1WMwuNKzEFtU6pPkdtryYS,1274601.0,"trap latino, reggaeton",66.0,artist
Take That,1XgFuvRd7r5g0h844A5ZUQ,1443465.0,,63.0,artist
cakal,6CPZWzcKiOKkHn4L2XI4i2,2987041.0,"turkish hip hop, drill",65.0,artist
Aaron May,2rwALQ1SXdfUWPUd6WOfYS,660477.0,,64.0,artist
Chris MC,2UMj7NCbuqy1yUZmiSYGjJ,3104808.0,"brazilian funk, funk carioca, brega funk",69.0,artist
Europe,5VadK1havLhK1OpKYsXv9y,1794765.0,"grime, uk drill",73.0,artist
Beach Weather,7I3bkknknQkIiatWiupQgD,1011957.0,,66.0,artist
Jorge Drexler,4ssUf5gLb1GBLxi1BhPrVt,913003.0,"trova, singer-songwriter, latin folk, nueva trova, candombe",63.0,artist
Eric Bellinger,7ibAWtDtmEfaVhc1FJ3Vl9,981457.0,,60.0,artist
Sam Barber,08GfvCW09pv2QP4y9sle2a,870883.0,country,74.0,artist
CÃ³digo FN,,,,,
Cultura ProfÃ©tica,,,,,
Sixpence None The Richer,0lJlKQvuM2Sd9DPPyUXcHg,724835.0,,67.0,artist
Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,3335028.0,"glam metal, glam rock, hard rock",65.0,artist
Helene Fischer,7MzHPIXAqIOCnvK0sVY72W,2188774.0,"schlager, schlagerparty, german pop",63.0,artist
reidenshi,6SdlxyPsQ3B0yYncFmDULP,93672.0,dark ambient,67.0,artist
Virgoun,4bAgr9zaF0bpzVGHdHuf0f,15002519.0,"indonesian pop, malay, malaysian pop",68.0,artist
Dan Caplen,2U3FuHYvL3vhkbDAXm24Ep,42376.0,,58.0,artist
Tony Aguirre,6twEaJ9RPRYiCmWapjG8xh,1345460.0,"corrido, corridos bélicos, corridos tumbados, sierreño, electro corridos",64.0,artist
Keinemusik,26WKgv73kRHD0gEDKD1i8j,542171.0,"afro house, melodic house, house, afro tech",72.0,artist
Ghostface Killah,6FD0unjzGQhX3b6eMccMJe,996178.0,"east coast hip hop, hardcore hip hop",63.0,artist
Carlos Baute,3smfreCkyJt7bShaTYpG77,2073473.0,latin pop,62.0,artist
Rob Thomas,3aBkeBhwadnWMWoVJ2CxJC,974444.0,,63.0,artist
Ahmet Kaya,1Y2FwScblyMxpLTrNdfwyU,7149469.0,"arabesk, anatolian rock",68.0,artist
Jeet Gannguli,2kkQthS9OLpK4UqNWYqoVl,2300617.0,"bangla pop, hindi pop, bollywood",69.0,artist
Nicky Youre,7qmpXeNz2ojlMl2EEfkeLs,330781.0,,63.0,artist
CORBAL,2jjSx5EpZwv9iBAgFkGWPh,38234.0,,61.0,artist
Irama,5iot8OPcosJN9nCl7I5SdK,2271565.0,,65.0,artist
REO Speedwagon,55vs7NT1KxcFjbMC4y202E,2922658.0,"soft rock, aor, classic rock",64.0,artist
Jerry Rivera,7wOZy3KdFVVINgNFFxkxwO,2440209.0,"salsa, merengue",65.0,artist
Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,622647.0,,65.0,artist
Young Stoner Life,1xr2G8Hlx4QWmT9HaUbmoO,288886.0,,63.0,artist
Chevelle,56dO9zeHKuU5Gvfc2kxHNw,2174826.0,"alternative metal, nu metal, post-grunge",68.0,artist
Berliner Philharmoniker,6uRJnvQ3f8whVnmeoecv5Z,261741.0,"classical, orchestral, opera, requiem",73.0,artist
Dusty Springfield,5zaXYwewAXedKNCff45U5l,572511.0,,64.0,artist
Lagum,5D56dZmhE9DgT01XixdHiD,1029937.0,"nova mpb, mpb, brazilian pop",63.0,artist
LEGADO 7,7yCGrS6Xh3UngvY6Ad5sMJ,2362946.0,"corrido, corridos tumbados, corridos bélicos, sierreño, norteño, sad sierreño",66.0,artist
STARSET,0kD8IT1CzF7js2XKM9lLLa,1113228.0,,64.0,artist
D12,69zCl5K7XeVrbgvwviLSzB,23.0,,2.0,artist
Loreen,49aaHxvAJ0tCh0F15OnwIl,1195625.0,europop,66.0,artist
L-Gante,4YYxffPVDFe9XoqqbRW6Bq,2373371.0,"rkt, turreo, argentine trap",61.0,artist
Vegedream,4eYnorQRhVHT2KBl2UyHHd,1964300.0,"pop urbaine, french r&b, shatta, french rap",61.0,artist
Sevdaliza,5MraexJKZDrQYzS98kNwie,921350.0,,69.0,artist
shy martin,7eCmccnRwPmRnWPw61x6jM,305380.0,,55.0,artist
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,429806.0,"tech house, house, bass house",69.0,artist
Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,606357.0,,65.0,artist
DIVINE,0A4kwgSztRzeUGBrY8jR9c,406.0,,56.0,artist
The Andrews Sisters,2NCGI6dLTxLdI9XHdv7QfM,222194.0,"christmas, big band, swing music",57.0,artist
Francesco Yates,5X1JzPIIonP3u9lA580pPT,65174.0,,61.0,artist
S. Janaki,5Xpg6PBSUOoho2lI9qLjiu,5376115.0,"kannada pop, tamil pop, telugu pop, sandalwood",73.0,artist
Marisa Monte,0rSTXALHu0EKAawPLBdODH,2678865.0,"mpb, nova mpb",68.0,artist
Ivete Sangalo,7dzq55YG3wjViqexDwiycQ,2214750.0,"axé, pagode baiano, mpb, brazilian pop",64.0,artist
Charly GarcÃ­a,,,,,
Eazy-E,02kJSzxNuaWGqwubyUba0Z,6302291.0,,75.0,artist
JosÃ© Luis Perales,,,,,
K CAMP,5bgfj5zUoWpyeVatGDjn6H,1762559.0,,61.0,artist
Y2K,6USMTwO0MNDnKte5a5h0xx,331984.0,,56.0,artist
Mos Def,0Mz5XE0kb1GBnbLQm2VbcO,1634036.0,"east coast hip hop, old school hip hop, hip hop",65.0,artist
YÃ¼zyÃ¼zeyken KonuÅuruz,,,,,
Baby Tate,3IJ21966TwNZI24MwZHMu4,619388.0,,62.0,artist
Aditya Rikhari,3ozYqVCLohfpXIhalkhM8D,1859875.0,"hindi indie, indian indie, desi pop, hindi pop",77.0,artist
Lilly Wood and The Prick,50OApTJurDusIo9dGTqSU4,264944.0,french indie pop,62.0,artist
ATL Jacob,7jAs1uPnpfNmT6e5qtEPxq,140210.0,,66.0,artist
Al James,2G7VQ1kVhVfNagytlousgm,3292855.0,"pinoy hip hop, pinoy r&b, opm, p-pop",63.0,artist
PRO8L3M,7v49oVVUhvIQG5EK0jkcF7,1101405.0,,71.0,artist
R. D. Burman,2JSYASbWU5Y0fVpts3Eq7g,6309831.0,"ghazal, hindi pop, bollywood, bangla pop",74.0,artist
Sadhana Sargam,1HGMG8RHvcu1mfdM9MeTek,1411047.0,"tamil pop, bollywood",70.0,artist
Los Caminantes,6ziEnj8UydSg8dr68C3aut,2448630.0,"grupera, ranchera, norteño, cumbia",67.0,artist
Luccas Carlos,5WFFFHVqeVk5tLuYh2KjQy,949038.0,"brazilian hip hop, brazilian pop, brazilian trap",66.0,artist
Comethazine,1iJdyDcY98X3GMnUesl7tf,2204690.0,,53.0,artist
Savage Garden,3NRFinRTEqUCfaTTZmk8ek,1553891.0,,64.0,artist
Stereophonics,21UJ7PRWb3Etgsu99f8yo8,1752641.0,britpop,65.0,artist
Michael Bolton,6YHEMoNPbcheiWS2haGzkn,2576946.0,soft rock,64.0,artist
ILLIT,36cgvBn0aadzOijnjjwqMN,3821818.0,k-pop,74.0,artist
CAPO,4AGwPDdh1y8hochNzHy5HC,170147.0,,52.0,artist
Dalmata,1ykothWH0xl8drRyJWuw7I,2024585.0,reggaeton,63.0,artist
Nina Chuba,2kS9NyuATpYwjeB93h24H5,1108244.0,"german indie, german pop, german indie pop",72.0,artist
Rick Astley,0gxyHStUsqpMadRV0Di1Qt,1477421.0,,64.0,artist
Dolu Kadehi Ters Tut,0PhqM7UAxtvWYi5j4MwxSl,3069012.0,,66.0,artist
Ski Aggu,6CP5wWvO8oIxedESJNCN4H,579272.0,"german indie, german hip hop",67.0,artist
Los Huracanes del Norte,2wmwGWrqRizLaSEYrm5dzZ,2404829.0,"norteño, corrido, ranchera, banda, música mexicana, grupera, norteño-sax",66.0,artist
Daughter,46CitWgnWrvF9t70C2p1Me,1409015.0,,59.0,artist
Louis The Child,7wg1qvie3KqDNQbAkTdbX0,490999.0,,56.0,artist
Inspector,4OiCK9NnTWhakDIG57uBUA,1797529.0,"ska, mexican ska, rock en español, mexican rock",64.0,artist
Richy Mitch & The Coal Miners,4qU7IJSReZnsLy5907Mtau,316470.0,,67.0,artist
Zeeba,7qPLO2XOUaRrRxkvLZ3AEK,282949.0,,63.0,artist
Declan McKenna,2D4FOOOtWycb3Aw9nY5n3c,1082630.0,,62.0,artist
Ying Yang Twins,44PA0rCQXikgOWbfY7Fq7m,1234726.0,"crunk, southern hip hop",64.0,artist
Kailash Kher,4oVMLzAqW6qhRpZWt8fNw4,9618810.0,"sufi, bhajan, bollywood, qawwali, hindi pop",69.0,artist
Alex Ubago,2tY2GFdhH0Wa2VBvsxew5X,2912831.0,latin pop,65.0,artist
Hannah Montana,7nU4hB040gTmHm45YYMvqc,4737791.0,,62.0,artist
Jonna Fraser,5adKMaYrGOMyOfnbiLPuHg,284765.0,,62.0,artist
Justin Moore,30e8DmahrEamvLbFRPdWmk,1916506.0,"country, acoustic country",61.0,artist
Caio Luccas,1a3fr7NdeBT4JlGj6YlbDL,1469177.0,"brazilian trap, trap funk, trap, brazilian hip hop",66.0,artist
Lloyd Banks,3vDUJHQtqT3jFRZ2ECXDTi,1439229.0,,62.0,artist
Kina Grannis,7h4j9YTJJuAHzLCc3KCvYu,524947.0,acoustic pop,58.0,artist
Robyn,6UE7nl9mha6s8z0wFQFIZ2,873424.0,swedish pop,60.0,artist
Mura Masa,5Q81rlcTFh3k6DQJXPdsot,702158.0,,58.0,artist
Diana Krall,5z1VAFwT35EVvCp1XlZZuL,1168039.0,"vocal jazz, jazz, smooth jazz",62.0,artist
Krono,3E8lSD4uA3IIFzogggovqi,156.0,dub techno,15.0,artist
Kid Yugi,0EUR8jz8L936AEbV2Spkca,830769.0,italian trap,71.0,artist
DYSTINCT,1cKyknhftNKXCjMBd2hDrG,834171.0,"moroccan pop, raï",71.0,artist
Mc Lele JP,1mV9h1AwhRXSjBFcYpajgY,1317486.0,"funk consciente, brazilian funk, trap funk",75.0,artist
Jazeek,1E8mXBWN7AXZCOPYbOky4J,746768.0,german hip hop,72.0,artist
Aaron Smith,77qukKzmdI5BeMBR7WGUrN,405679.0,,62.0,artist
Howard Shore,0OcclcP5o8VKH2TRqSY2A7,500066.0,soundtrack,66.0,artist
Kizzy,2NMYOlZHIEsSq7pp5jBjic,208435.0,"brazilian trap, trap funk, trap, brazilian hip hop",69.0,artist
La Joaqui,60XHOAhvEBiV6BGBOv8ClM,2360649.0,"rkt, turreo",65.0,artist
FiNCH,2kEU1NNJORHNJabD0tdO1E,5388.0,"desi hip hop, hindi hip hop, punjabi hip hop",12.0,artist
Victoria MonÃ©t,,,,,
K.Flay,0pCNk4D3E2xtszsm6hMsWr,645575.0,,61.0,artist
Maelo Ruiz,3HyrDGPLI0c9Rd8luuO0zw,2574647.0,"salsa, merengue",67.0,artist
Mahmood,06nvjg4wBANK6DCHjqtPNd,1547952.0,,58.0,artist
KeBlack,7x3eTVPlBiPjXHn3qotY86,1882029.0,"pop urbaine, french r&b, french rap",69.0,artist
Pol Granch,1aMt4A5jrQHxDYyC7rXgV0,304323.0,,67.0,artist
TREASURE,3KonOYiLsU53m4yT7gNotP,3754084.0,k-pop,66.0,artist
FKA twigs,6nB0iY1cjSY1KyhYyuIIKH,1444504.0,"art pop, alternative r&b",64.0,artist
Travie McCoy,7o9Nl7K1Al6NNAHX6jn6iG,493182.0,,60.0,artist
Kelis,0IF46mUS8NXjgHabxk2MCM,721065.0,,66.0,artist
Szpaku,0Wi2fADbhwXlPUWxBmzo99,975717.0,,66.0,artist
Sampha,2WoVwexZuODvclzULjPQtm,869445.0,indie soul,65.0,artist
DVBBS,5X4LWwbUFNzPkEas04uU82,1058043.0,"edm, big room",57.0,artist
Clams Casino,5vSQUyT33qxr1xAX2Tkf3A,386358.0,cloud rap,69.0,artist
Jaideep Sahni,5kPOMQZvgkAEnRZqwn9SYQ,376739.0,"bollywood, desi, hindi pop, sufi",66.0,artist
LL COOL J,1P8IfcNKwrkQP5xJWuhaOC,1890351.0,"old school hip hop, east coast hip hop, rap",62.0,artist
Chandler Moore,6y7frW1RUq3XBBXbYowVpk,730268.0,"worship, gospel, christian",69.0,artist
Michael Giacchino,4kLvhMAuCloLxoP1aVM7Lr,431485.0,soundtrack,64.0,artist
Jovanotti,7tmMPdOmFvdRvbj2aWoiRi,2747063.0,"italian singer-songwriter, italo dance",62.0,artist
Anson Seabra,2jHp7gQArCQrlMvdrIVFCg,1104369.0,,60.0,artist
Cody Jinks,2v7wIbCkIzxOfT3GnqCexD,1161611.0,"red dirt, texas country, outlaw country, country",63.0,artist
ZillaKami,4G1zP5i0r57g1c1CxrPhfM,612993.0,"trap metal, emo rap, horrorcore, rage rap, rap metal",62.0,artist
Kasabian,11wRdbnoYqRddKBrpHt4Ue,1871201.0,"britpop, indie, indie rock",60.0,artist
Damas Gratis,3YeBTR1Q1rUxKguz4jP6UV,2123235.0,"cumbia, cuarteto",62.0,artist
Edward Maya,6XwwFnewNgWp81MYMK8zLq,344985.0,,67.0,artist
Chet Baker,3rxeQlsv0Sc2nyYaZ5W71T,1336601.0,"jazz, cool jazz, vocal jazz",65.0,artist
Bakar,3K2Srho6NCF3o9MswGR76H,714531.0,,64.0,artist
The Supremes,57bUPid8xztkieZfS7OlEV,1834031.0,"motown, northern soul, classic soul, soul",60.0,artist
Fuego,5L6GbwWUM3Oi5GPnkmmp24,756314.0,"cumbia, cuarteto",63.0,artist
Nardo Wick,0Njy6yR9LykNKYg9yE23QN,1616546.0,,62.0,artist
RaÃ§a Negra,,,,,
Franglish,4uJNQGa3L2frXDxwgouTIw,1878086.0,"french r&b, pop urbaine, french rap",67.0,artist
Herencia de Patrones,1Q6SZxTvaE3HhslV0iXbI6,2694735.0,"corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño",64.0,artist
Mandy Moore,2LJxr7Pt3JnP60eLxwbDOu,795862.0,,62.0,artist
Soprano,2RJBv9wXbW6m539q9NOfW1,3801729.0,"french rap, chanson, french pop, french r&b, pop urbaine, variété française",63.0,artist
Corinne Bailey Rae,29WzbAQtDnBJF09es0uddn,858680.0,,63.0,artist
Warren G,2B4ZHz4QDWJTXPFPgO5peE,2725658.0,"g-funk, west coast hip hop, old school hip hop, gangster rap",62.0,artist
Janieck,1bZDq4po4dMIpN74Zendm0,51217.0,,60.0,artist
Cast of EPIC: The Musical,1gV480zBnPy4ktKHfHKxZ5,167910.0,musicals,74.0,artist
Tom Rosenthal,1AgxgADPuRIW1wyaA4OKcB,624451.0,,63.0,artist
A R I Z O N A,4NJhFmfw43RLBLjQvxDuRS,5909117.0,"classical, opera, requiem, classical piano, chamber music",75.0,artist
Omarion,0f5nVCcR06GX8Qikz0COtT,3287078.0,r&b,60.0,artist
Big Time Rush,0GWCNkPi54upO9WLlwjAHd,2666001.0,,64.0,artist
Tenacious D,1XpDYCrUJnvCo9Ez6yeMWh,1922641.0,comedy,60.0,artist
Clinton Kane,7okSU80WTrn4LXlyXYbX3P,936675.0,,57.0,artist
Vicentico,25THA9HUHoxpCT4LBp7UsZ,1727851.0,"argentine rock, latin rock, rock en español",61.0,artist
Silvio RodrÃ­guez,,,,,
Vidyasagar,5TB837uKG65w8Jnz5D0bS5,4290790.0,"malayalam pop, mollywood, tamil dance, kollywood, tamil pop",68.0,artist
INTERWORLD,5hKGLu4Ik88FzWcTPhWNTN,913988.0,"phonk, drift phonk, brazilian phonk",62.0,artist
Frah Quintale,7BgEOZ9w3Y4IMShXTMu1nN,754949.0,indie,65.0,artist
Madcon,6c4sUNBgdonFJz8Kx2VsGz,459862.0,norwegian hip hop,62.0,artist
Mindless Self Indulgence,5R5MLOQbI4lb7GHYioPqoN,1630587.0,,71.0,artist
Super Yei,6HqgxkTt9KGyt27zYrwVan,610965.0,reggaeton,63.0,artist
BiaÅas,,,,,
ERNEST,4GGfAshSkqoxpZdoaHm7ky,340590.0,country,68.0,artist
Sabrina Claudio,30DhU7BDmF4PH0JVhu8ZRg,1720456.0,,60.0,artist
Dhruv,70NcAr4ZtA3FAqU16iQZSb,831240.0,,63.0,artist
Frank Miami,036v4kwZy1i0z79JX4or5K,22250.0,"trap latino, trap",51.0,artist
HVME,2o08sCWF5yyo2G4DCiT7T9,79105.0,slap house,58.0,artist
Marcos & Belutti,0NsJZ5PMjqghGDuMzY7CuT,5533668.0,"sertanejo, sertanejo universitário",63.0,artist
BloodPopÂ®,,,,,
BABYMETAL,630wzNP2OL7fl4Xl0GnMWq,2740373.0,j-rock,68.0,artist
First Aid Kit,21egYD1eInY6bGFcniCRT1,1261286.0,"indie folk, folk",60.0,artist
TheFatRat,3OKg7YbOIatODzkRIbLJR4,2037875.0,,64.0,artist
ATB,4XlNZW6HLomO8E7lkiZGIy,214.0,,12.0,artist
Murillo e LT no Beat,0KcbRunfjZHfwEnEgd1Dy6,504131.0,"trap funk, brazilian funk, funk consciente, brazilian trap",70.0,artist
Halestorm,6om12Ev5ppgoMy3OYSoech,1635883.0,,65.0,artist
TJ Monterde,7LvDTuFCBv08xm6u1pOMK0,6137535.0,"opm, p-pop, harana, bisrock, kundiman, pinoy r&b",67.0,artist
Hillsong Young & Free,7m4gF38CPATtHrk5HS42WZ,1379037.0,"worship, christian, cedm, pop worship, christian pop",59.0,artist
A$AP Mob,7yO4IdJjCEPz7YgZMe25iS,2190386.0,,54.0,artist
Leony,2NpPlwwDVYR5dIj0F31EcC,200560.0,,63.0,artist
Matt Maltese,12j6dJrPXanCBwY599pZxf,763024.0,,67.0,artist
The Magician,4WUGQykLBGFfsl0Qjl6TDM,104674.0,,63.0,artist
Mohammed Rafi,0gXDpqwYNDODn7fB0RDN8J,10712600.0,"ghazal, hindi pop",70.0,artist
Bill Evans,4jXfFzeP66Zy67HM2mvIIF,777390.0,"jazz, cool jazz, bebop, hard bop",62.0,artist
Toni Braxton,3X458ddYA2YcVWuVIGGOYe,4544616.0,r&b,65.0,artist
Los Angeles De Charly,01pQZzNIPRiVaCozNUrnyL,1432607.0,"cumbia, cumbia sonidera, grupera",66.0,artist
AgroPlay,0uGWkZRPp1Urk77XBrPBsZ,980800.0,"agronejo, sertanejo, sertanejo universitário",64.0,artist
Bishop Briggs,0yb46jwm7gqbZXVXZQ8Z1e,965297.0,,61.0,artist
SiR,4XETeZAHlP4AUni6asB58G,7.0,,18.0,artist
Olexesh,2Z9KL8Zmqx5Sg3cd7Fldhl,983344.0,german hip hop,63.0,artist
Anuradha Paudwal,4hkB2bR5ek6lJChj6aunCn,7120777.0,"bhajan, marathi pop, devotional, ghazal",72.0,artist
Jay Park,3nFkdlSjzX9mRTtwJOzDYB,10408337.0,"hip hop, east coast hip hop, rap",83.0,artist
LiberaciÃ³n,,,,,
WWE,0spHbv2fw49lDMkbOAdaqX,700866.0,,64.0,artist
Parcels,3oKRxpszQKUjjaHz388fVA,1092234.0,indie soul,71.0,artist
Grupo Arriesgado,5NUPPRjsbXHNyVDrUESYeh,1364642.0,"corrido, corridos bélicos, sad sierreño, corridos tumbados",67.0,artist
Too $hort,4sb7rZNN93BSS6Gqgepo4v,1674229.0,"hyphy, west coast hip hop, g-funk, old school hip hop, gangster rap",62.0,artist
SUGA,7rZNSLWMjTbwdLNskFbzFf,733693.0,,58.0,artist
Silent Sanctuary,4nGp682WMiKS4X217kPw8C,6691010.0,"opm, harana, pinoy alternative, pinoy rock, p-pop, kundiman",67.0,artist
Emir Can Ä°Ärek,,,,,
El Bebeto,1YhMWppPt9RVODKD1KCs7W,2791060.0,"banda, mariachi, ranchera, norteño, grupera",63.0,artist
Pradeep Kumar,15ClyGUe5g2vllncIC4tp6,2323315.0,"tamil pop, kollywood",66.0,artist
Donna Summer,2eogQKWWoohI3BSnoG7E2U,2163936.0,"disco, hi-nrg",64.0,artist
Kenny G,6I3M904Y9IwgDjrQ9pANiB,1271441.0,"smooth jazz, christmas",64.0,artist
Frankie Valli,3CDKmzJu6uwEGnPLLZffpD,415808.0,,66.0,artist
Dakota,2zzpznMuhKlKlqh1ma7Sms,56347.0,,58.0,artist
Zoe Wees,03d2mJXSMtuPI0nIvLnhoS,581319.0,,63.0,artist
Adam Port,2loEsOijJ6XiGzWYFXMIRk,336054.0,"afro house, house, afro tech",71.0,artist
Sevn Alias,0HDMwoCS316xhKCZlJPBnc,418909.0,,59.0,artist
Los Bunkers,3RTAXX6KGdljBsOIupyZgT,1671317.0,"latin rock, rock en español, latin alternative",65.0,artist
Blackstreet,2P3cjUru4H3fhSXXNxE9kA,1002175.0,new jack swing,63.0,artist
TrapLaudo,39QiJaZ1HzRcpY9xlMKCsF,1362372.0,"brazilian funk, trap funk, funk consciente",69.0,artist
Cookin' On 3 Burners,726MxZBpkxnnoKl6aN7mmj,90113.0,,60.0,artist
Ãlafur Arnalds,,,,,
BANKS,3vDUJHQtqT3jFRZ2ECXDTi,1439229.0,,62.0,artist
Jordin Sparks,2AQjGvtT0pFYfxR3neFcvz,2523706.0,,63.0,artist
PSY,3kYFawNQVZ00FQbgs4rVBe,131777.0,pop punk,39.0,artist
Gazzelle,7KFOc3T4Xo8DVZt4PWw2qN,1026165.0,indie,62.0,artist
Dropkick Murphys,7w9jdhcgHNdiPeNPUoFSlx,1346027.0,"celtic punk, celtic rock, celtic, punk, folk punk",60.0,artist
Vanessa Carlton,5ILrArfIV0tMURcHJN8Q07,717983.0,,64.0,artist
Enigma NorteÃ±o,,,,,
01099,3Z3aTg9PwJ37e8xeO0aUC9,423992.0,"german indie, german indie pop, german hip hop, german pop",66.0,artist
Nick Cave & The Bad Seeds,4UXJsSlnKd7ltsrHebV79Q,1566035.0,,63.0,artist
Tony Boy,6PsQc21YZU7WNfiODG69Qk,632531.0,italian trap,72.0,artist
Eason Chan,2QcZxAgcs2I1q7CtCkl6MI,3771296.0,"cantopop, mandopop, c-pop, taiwanese pop",66.0,artist
Eric Prydz,5sm0jQ1mq0dusiLtDJ2b4R,701071.0,,64.0,artist
Whiskey Myers,26opZSJcXshCmCwxgZQmBc,1150166.0,"red dirt, texas country, southern rock, outlaw country, country, country rock",69.0,artist
Claptone,4mncDFjVLUa3s025Tct3Ry,577030.0,,61.0,artist
Pixote,0ciLF0bOuu2BhqzCEZgHoB,2915893.0,"pagode, samba",65.0,artist
Joy Division,432R46LaYsJZV2Gmc4jUV5,2784299.0,"post-punk, new wave, gothic rock, darkwave, madchester, cold wave",63.0,artist
Ele A El Dominio,4SzD0wClEg9NKVJZbCRFqS,2458485.0,"trap latino, trap",68.0,artist
HÃ¥kan HellstrÃ¶m,,,,,
Young Buck,4pr7J7wzgObkE3DD3Izi7q,1083137.0,"southern hip hop, crunk",59.0,artist
Jonathan Groff,7KkqUt65v6LMtR369OQ6FB,167212.0,musicals,63.0,artist
for KING & COUNTRY,3sDbKMebVH2VYcRSl7u1VC,1525981.0,"christian, ccm, christian pop, worship",65.0,artist
Shenseea,1OFOShsIbhy1l5x73yuVyB,1130095.0,"dancehall, soca, afrobeats",70.0,artist
Juelz Santana,6Uh8uJyN9g7oFjDK16nJgb,861722.0,,63.0,artist
G-Unit,6evKD5JWJON3qPBJtUEmtY,2727990.0,gangster rap,62.0,artist
Diego Torres,0LALueHEQunQ2d61fXGeZh,2339139.0,"latin pop, colombian pop",63.0,artist
Kukon,3U5Oag04Yl2WnvPULOlsMD,728629.0,,67.0,artist
NCT U,1gBUSTR3TyDdTVFIaQnc02,8253247.0,"k-pop, noise music",70.0,artist
Slim Jxmmi,7EEiVZvj6RCEtVX2F2pyxu,117702.0,,52.0,artist
Gminxr,4vvW590Gq8dNWsP5BM9FkS,377311.0,"punjabi hip hop, punjabi pop, bhangra, desi, desi hip hop",62.0,artist
Kool Savas,1SUu1Bi7ev9HbOzyVC77qD,666233.0,german hip hop,63.0,artist
Luther Vandross,19y5MFBH7gohEdGwKM7QsP,3875861.0,"quiet storm, soul",64.0,artist
Nightcrawlers,1gALaWbNDnwS2ECV09sn2A,71982.0,,60.0,artist
Brandi Carlile,2sG4zTOLvjKG1PSoOyf5Ej,932831.0,"folk, americana",65.0,artist
Divya Kumar,0NErdIJtuKBjtxKmlqaWdj,1088152.0,"bollywood, gujarati garba, hindi pop, desi, gujarati pop",70.0,artist
Manuel Carrasco,7qAoXV4U0qDxQAUqhszjAA,2415241.0,"flamenco, flamenco pop",64.0,artist
Ximena SariÃ±ana,,,,,
Sonny Fodera,39B7ChWwrWDs7zXlsu3MoP,309029.0,house,67.0,artist
Naza,7xNYY1Zkb1vks5m9ATlJok,1944749.0,"pop urbaine, french rap, french r&b",66.0,artist
Marc SeguÃ­,,,,,
Ken-Y,1snhtMLeb2DYoMOcVbb8iB,7479366.0,"j-pop, anime, j-rock",79.0,artist
Fenix Flexin,63GIj2yhFvX1Bzphb9JgVb,185484.0,,69.0,artist
Chase Rice,6pBNfggcZZDCmb0p92OnGn,1253953.0,"country, acoustic country",57.0,artist
El Canto Del Loco,5RK6c1tyaKpwcDpbgCGNgj,1160180.0,,61.0,artist
Barbra Streisand,7jmTilWYlKOuavFfmQAcu6,1680466.0,adult standards,62.0,artist
EST Gee,4FlG0V0jhLO4qGpayFOphj,722242.0,,63.0,artist
Seal,5GtMEZEeFFsuHY8ad4kOxv,2084662.0,,64.0,artist
hey daisy,38PzLQE4GW8o7A18oGhi0x,38036.0,,62.0,artist
Haftbefehl,6ynopZPMBXcIGBI9M02Un5,877820.0,german hip hop,74.0,artist
G-DRAGON,30b9WulBM8sFuBo17nNq9c,3905451.0,"k-pop, k-rap",70.0,artist
Parson James,48sLioddyaXkuhyHXSkpsB,77405.0,,58.0,artist
RaÃ­ Saia Rodada,,,,,
KITSCHKRIEG,5tHiL8SKSaZGMBUPIiSmX4,215026.0,german hip hop,56.0,artist
Cuisillos De Arturo Macias,32lXHXuhXtdA2j3IDXNND4,911805.0,"banda, grupera, duranguense, norteño",68.0,artist
Allman Brothers Band,4wQ3PyMz3WwJGI5uEqHUVR,1817098.0,"southern rock, classic rock, blues rock, country rock, jam band",61.0,artist
VitÃ£o,2hGdIKyNUkvMzSxllWksAt,7258.0,uk r&b,28.0,artist
Takagi & Ketra,76UCIJTB0jcJvBaL0CdIqx,530234.0,,60.0,artist
Shy Glizzy,1DvtabXAjfrMihPP6JQdHs,882896.0,,60.0,artist
Mc NegÃ£o Original,4LHTgACY32k94VDjenF0nP,1360944.0,"brazilian funk, trap funk, funk consciente",76.0,artist
Gurlez Akhtar,55kkrbuMkdzPGD7YGA6xrJ,634913.0,"bhangra, punjabi pop, punjabi hip hop",70.0,artist
James Newton Howard,2M4eNCvV3CJUswavkhAQg2,414151.0,soundtrack,62.0,artist
William Singe,5exS0bytCYdixgv02DaCm3,625311.0,,56.0,artist
Lamb of God,3JFsVIxOn7STeilPICkkB2,2310493.0,"groove metal, metal, heavy metal, nu metal, thrash metal, death metal",62.0,artist
Kizz Daniel,1X6cBGnXpEpN7CmflLKmLV,4999246.0,"afrobeats, afrobeat, afropop, afropiano, hiplife, afro r&b",68.0,artist
Academy of St. Martin in the Fields,77CaCn32H4mOMQA7UElzfF,69576.0,"classical, chamber music, orchestral",67.0,artist
Plies,3jksrX4oBklxR78ft8gv3j,2016065.0,southern hip hop,63.0,artist
Chris Isaak,7290H8m1Dwt8G7jm1y9CQx,747036.0,,68.0,artist
BÃ¶hse Onkelz,,,,,
CamelPhat,240wlM8vDrf6S4zCyzGj2W,525834.0,"melodic techno, house, progressive house, melodic house, tech house",64.0,artist
