Rank,Artist,Daily Streams,Peak Daily,Monthly Listeners
Royal Philharmonic Orchestra,"2,024.1",0.819,250.3,213.2
Bas,"2,022.9",0.410,789.2,163.3
Beach Bunny,"2,020.9",0.727,"2,006.3","1,976.2"
Steve Miller Band,"2,020.9",0.722,"2,015.0","2,015.0"
Simple Minds,"2,017.9",0.665,"2,017.3","2,011.1"
GROUPLOVE,"2,017.3",0.364,"1,997.4","1,981.9"
Dance Fruits Music,"2,014.3",0.193,"1,502.1",446.8
Fernandinho,"2,012.5",1.877,"1,799.0","1,467.6"
Gilberto Santa Rosa,"2,011.1",1.046,"1,509.3","1,440.9"
Grupo RevelaÃ§Ã£o,"2,010.6",1.552,"1,869.1","1,740.4"
ZHU,"2,010.1",0.370,"1,806.9","1,078.8"
Jack Ã,"2,006.2",0.313,"2,006.2",
Cash Cash,"2,006.1",0.284,"1,530.8",81.2
SDP,"2,004.9",0.911,"1,804.4",834.1
Ajaxx,"2,004.9",0.820,1.0,
Veronica Maggio,"2,003.3",0.432,"1,791.3","1,694.4"
Mikky Ekko,"2,003.1",0.863,190.5,176.8
Headie One,"2,002.1",0.432,"1,246.9",292.8
Phoenix,"1,999.2",0.571,"1,933.4","1,856.8"
HOYO-MiX,"1,998.5",1.291,841.8,647.0
John Coltrane,"1,998.1",0.849,"1,097.2",875.4
Motionless In White,"1,997.8",1.229,"1,937.4","1,685.0"
Alligatoah,"1,997.7",0.441,"1,801.0","1,435.3"
Alina Baraz,"1,996.9",0.360,"1,899.5",484.4
Janet Jackson,"1,996.3",0.666,"1,810.9","1,497.0"
The Mamas & The Papas,"1,993.3",0.812,"1,990.6","1,990.3"
American Authors,"1,992.0",0.404,"1,982.4","1,954.2"
Good Charlotte,"1,990.9",0.617,"1,939.3","1,925.8"
Masked Wolf,"1,989.5",0.287,"1,808.5","1,473.9"
Heroes Del Silencio,"1,988.9",1.065,"1,988.9","1,981.0"
Nine Inch Nails,"1,988.8",1.168,"1,979.5","1,965.7"
Current Joys,"1,988.0",1.397,"1,988.0","1,979.2"
Abel Pintos,"1,987.5",0.627,"1,261.8","1,124.7"
December Avenue,"1,986.7",2.342,"1,954.0","1,645.3"
YOVNGCHIMI,"1,986.5",1.225,609.6,32.4
Heuss L'enfoirÃ©,"1,986.0",0.442,"1,293.5",380.3
Standly,"1,982.4",0.830,"1,041.3",691.7
Remmy Valenzuela,"1,981.8",1.612,"1,908.6","1,905.8"
Judas Priest,"1,980.7",0.678,"1,980.7","1,979.2"
FKJ,"1,979.5",0.658,"1,205.5",685.0
Andy Williams,"1,977.7",1.172,"1,974.0","1,967.9"
Boza,"1,977.5",1.375,"1,804.8","1,129.5"
N.W.A.,"1,977.5",0.537,"1,977.5","1,952.8"
Paolo Nutini,"1,976.7",0.692,"1,973.0","1,961.1"
Yiruma,"1,976.4",0.590,"1,975.1","1,920.4"
O Rappa,"1,976.3",1.251,"1,976.3","1,905.5"
Kansas,"1,976.0",0.857,"1,976.0","1,970.4"
Ovi,"1,975.6",1.244,792.7,17.8
Neo Beats,"1,974.1",0.870,32.9,
PXNDX,"1,973.0",0.925,"1,973.0","1,973.0"
Tom Grennan,"1,972.6",0.493,"1,168.7","1,159.0"
Fugees,"1,972.0",0.760,"1,942.3","1,624.3"
Ramones,"1,971.6",0.594,"1,971.6","1,971.6"
Dewa 19,"1,971.4",1.835,"1,874.2","1,618.1"
Kris Kross Amsterdam,"1,970.4",0.268,"1,226.5",
Mc Rodrigo do CN,"1,970.3",5.325,298.0,
Lyodra,"1,968.3",1.186,"1,601.2","1,291.7"
BLANCO,"1,968.1",0.520,"1,409.9","1,087.9"
Ben E. King,"1,967.9",0.940,"1,966.2","1,716.8"
Dillon Francis,"1,967.7",0.252,"1,366.4",126.5
Boston,"1,966.7",0.551,"1,966.7","1,966.7"
The Head And The Heart,"1,964.1",0.508,"1,962.3","1,960.2"
Cascada,"1,963.9",0.770,"1,910.5","1,597.0"
Elderbrook,"1,959.4",0.805,"1,161.9",609.9
Delacruz,"1,955.6",1.291,"1,029.9",208.1
Zack Tabudlo,"1,954.6",0.759,"1,935.3","1,528.6"
Leonard Cohen,"1,953.6",0.582,"1,939.4","1,877.7"
Sheck Wes,"1,952.8",0.415,"1,468.6","1,432.0"
Sofi Tukker,"1,950.7",0.643,"1,430.5",879.0
Fuse ODG,"1,950.6",0.322,368.5,105.1
Mabel Matiz,"1,950.4",1.012,"1,715.6","1,566.3"
Tammi Terrell,"1,950.0",0.691,10.8,10.8
Nayer,"1,948.5",1.819,97.5,97.2
Men At Work,"1,947.1",0.809,"1,947.1","1,947.1"
grandson,"1,945.9",0.536,"1,730.7","1,580.0"
New Order,"1,944.8",0.829,"1,944.8","1,929.6"
Ernia,"1,942.5",1.729,"1,403.7",839.1
JosÃ© GonzÃ¡lez,"1,941.6",0.560,"1,811.5","1,779.2"
YBN Nahmir,"1,940.3",0.301,"1,430.9",952.9
Hoobastank,"1,938.0",0.740,"1,920.8","1,918.7"
Big One,"1,937.8",0.670,"1,355.7",
Bushido,"1,937.6",0.509,"1,728.8","1,013.5"
The Wiggles,"1,937.3",1.712,"1,924.4","1,839.4"
Ãcaro e Gilmar,"1,936.1",3.134,"1,272.0","1,076.5"
Stone Sour,"1,935.5",0.549,"1,935.5","1,920.3"
Money Man,"1,935.0",0.512,"1,805.7","1,180.9"
Paulina Rubio,"1,934.1",0.825,"1,471.6","1,324.2"
Asking Alexandria,"1,931.1",0.486,"1,872.4","1,793.7"
NOTD,"1,931.0",0.259,"1,560.1",1.3
Maggie Lindemann,"1,929.6",0.662,"1,377.0",391.2
112,"1,929.0",0.761,"1,033.2",742.0
Maneva,"1,926.6",0.920,"1,880.7","1,617.9"
Marisela,"1,926.3",1.252,"1,892.9","1,887.6"
Snow,"1,925.8",0.438,174.5,168.0
DeJ Loaf,"1,923.1",0.607,"1,135.2",409.2
Amanda Seyfried,"1,922.0",0.582,876.7,153.5
Still Woozy,"1,920.0",0.381,"1,768.6","1,597.0"
Dave Matthews Band,"1,919.8",0.427,"1,897.5","1,895.4"
El Cuarteto De Nos,"1,919.4",1.168,"1,919.4","1,919.0"
Duncan Laurence,"1,917.7",0.592,"1,879.1","1,647.6"
Kaskade,"1,914.2",0.454,"1,152.9",300.0
Perera DJ,"1,909.9",1.375,76.9,
Nightwish,"1,908.0",0.528,"1,908.0","1,906.8"
BjÃ¶rn Skifs,"1,907.1",0.299,215.7,154.9
Smino,"1,906.3",0.564,"1,063.6",596.8
Marc E. Bassy,"1,906.1",0.131,"1,191.1",463.0
HONNE,"1,904.2",0.461,"1,824.5",976.3
Twista,"1,903.3",0.682,"1,015.9",90.7
La K'onga,"1,898.1",0.693,"1,350.0",870.5
Los Legendarios,"1,898.1",0.195,720.7,
Bruno Martini,"1,895.9",0.494,263.2,0.9
Fiersa Besari,"1,895.4",0.877,"1,145.8",901.3
Nothing But Thieves,"1,892.4",0.528,"1,826.0","1,823.0"
Eduardo Costa,"1,891.8",1.253,"1,245.5","1,067.6"
Flow G,"1,891.0",1.308,709.3,442.6
Yellow Claw,"1,888.2",0.294,"1,545.6",265.1
Rush,"1,888.2",0.755,"1,888.2","1,853.4"
Shekhar Ravjiani,"1,887.9",1.076,34.5,19.2
Foals,"1,886.5",0.453,"1,862.2","1,735.1"
Al Green,"1,885.4",0.876,"1,840.8","1,793.6"
Kako,"1,885.3",1.365,713.2,261.8
Sonder,"1,885.0",1.604,"1,885.0","1,683.5"
Massive Attack,"1,884.2",1.275,"1,863.2",204.5
Tribo da Periferia,"1,883.4",1.299,"1,828.7",1.2
Brett Eldredge,"1,882.1",0.243,"1,882.1","1,540.5"
Nusrat Fateh Ali Khan,"1,881.7",1.909,860.9,474.5
CYRIL,"1,881.0",2.257,"1,072.4",764.3
Project Pat,"1,880.8",0.806,426.2,232.3
Emis Killa,"1,880.5",0.536,"1,327.6",659.3
Staind,"1,879.9",1.227,"1,879.9","1,879.9"
The Wombats,"1,878.3",0.431,"1,854.4","1,726.7"
Like Mike,"1,877.4",0.772,41.6,12.5
Patricio Rey y sus Redonditos de Ricota,"1,877.3",1.373,"1,877.3","1,877.3"
Father John Misty,"1,876.6",0.729,"1,400.3","1,400.3"
Los Acosta,"1,876.2",1.390,"1,670.9","1,670.7"
Diana Ross,"1,875.5",0.748,"1,397.7","1,219.0"
Caamp,"1,874.4",1.087,"1,824.6","1,810.6"
LUM!X,"1,873.7",0.559,898.7,5.3
Trap Capos,"1,870.2",2.319,"1,307.6",
Russ Millions,"1,870.0",0.418,"1,084.5",339.5
K-391,"1,868.9",0.468,764.7,148.4
Neon Trees,"1,867.8",0.474,"1,854.2","1,843.1"
Estelle,"1,867.6",0.777,"1,101.3",68.1
Young Cister,"1,867.4",2.388,982.1,427.1
Molotov,"1,867.3",0.950,"1,860.6","1,820.7"
Megan Moroney,"1,867.3",2.271,"1,821.6","1,754.6"
Joe Hisaishi,"1,866.4",1.078,"1,863.3","1,658.1"
Brooke Ligertwood,"1,864.0",1.154,161.9,102.6
Sleeping With Sirens,"1,863.3",0.685,"1,854.5","1,764.8"
Forrest Frank,"1,861.8",3.280,"1,679.6",851.2
Mc Kadu,"1,861.0",1.401,206.4,4.9
Thousand Foot Krutch,"1,860.5",0.646,"1,854.7","1,821.1"
Mike BahÃ­a,"1,860.4",0.503,"1,406.6",592.5
Mt. Joy,"1,859.7",0.816,"1,821.2","1,802.6"
Sticky Fingers,"1,859.3",0.551,"1,859.3","1,830.7"
Enjambre,"1,858.1",1.690,"1,848.4","1,717.5"
Scooter,"1,857.8",0.721,"1,760.0","1,429.6"
MC LUUKY,"1,857.5",2.852,873.9,
Chino & Nacho,"1,856.8",0.736,"1,745.3",644.0
James Horner,"1,856.6",0.641,"1,757.9",715.0
Matheus Fernandes,"1,856.6",1.026,"1,537.8",153.9
The Temper Trap,"1,855.2",1.200,"1,399.4","1,214.7"
The Jordanaires,"1,853.8",0.937,5.0,5.0
Rob Zombie,"1,853.8",1.106,"1,846.5","1,760.6"
AlunaGeorge,"1,853.7",0.442,469.2,173.4
iamjakehill,"1,853.2",0.286,"1,095.0","1,026.8"
AWOLNATION,"1,851.0",0.371,"1,785.0","1,661.0"
Bryce Vine,"1,848.8",0.288,"1,539.6","1,112.3"
Gavin James,"1,848.6",0.171,"1,365.0","1,082.8"
The Prodigy,"1,847.7",0.681,"1,837.4","1,602.3"
Sub Urban,"1,847.4",0.659,"1,731.4","1,056.4"
Hov1,"1,846.8",0.577,"1,846.8","1,532.1"
Tom Misch,"1,845.5",0.536,"1,373.1",480.0
KATSEYE,"1,845.1",8.742,"1,829.1","1,273.9"
Nico & Vinz,"1,844.5",0.407,"1,615.1","1,412.8"
El Makabelico,"1,843.3",1.304,"1,822.0","1,803.4"
Bone Thugs-N-Harmony,"1,842.5",0.681,"1,659.0","1,198.5"
JACKBOYS,"1,842.1",0.464,"1,842.1",48.9
Sukhwinder Singh,"1,841.6",1.374,717.3,150.7
Chase & Status,"1,838.3",0.877,"1,600.8",142.7
Granular,"1,838.0",0.433,"1,838.0","1,838.0"
Faye Webster,"1,834.8",1.787,"1,800.9","1,767.4"
August Alsina,"1,834.5",0.497,"1,244.7",508.8
Duman,"1,834.2",0.878,"1,834.2","1,834.2"
The Cardigans,"1,833.9",1.211,"1,805.1","1,790.9"
Death Cab for Cutie,"1,832.5",0.402,"1,793.3","1,767.3"
Iron & Wine,"1,831.8",0.429,"1,735.1","1,668.2"
Snakehips,"1,831.1",0.165,"1,625.9",2.7
Yebba,"1,830.7",1.961,320.1,218.5
Nessa Barrett,"1,830.3",1.100,"1,820.1","1,535.3"
TobyMac,"1,828.9",0.764,"1,241.7",774.2
Boy Wonder CF,"1,827.6",1.096,"1,817.7",
Shaan,"1,826.8",1.504,486.0,95.9
Amenazzy,"1,824.1",0.533,"1,157.4",191.3
Catfish and the Bottlemen,"1,823.5",0.482,"1,823.5","1,823.5"
K.I.Z,"1,822.4",0.664,"1,666.8","1,315.8"
Cup of Joe,"1,822.1",3.322,"1,822.1","1,484.4"
IZA,"1,820.4",0.694,"1,155.8",720.6
Crowded House,"1,819.1",1.111,"1,819.1","1,818.9"
Elvis Crespo,"1,817.4",0.822,"1,072.4",898.5
Fedez,"1,815.3",0.382,"1,268.2",387.6
Yeah Yeah Yeahs,"1,814.6",1.050,"1,814.6","1,176.2"
Haricharan,"1,813.4",1.633,773.8,74.7
ANNA,"1,813.1",0.937,966.2,447.3
Josman,"1,812.2",0.996,"1,560.8","1,422.3"
Payal Dev,"1,809.7",1.005,853.4,0.7
Nemzzz,"1,809.3",2.184,"1,460.8","1,244.3"
Hiphop Tamizha,"1,808.9",1.122,"1,610.0",209.8
Fernando & Sorocaba,"1,808.9",0.758,"1,330.1",768.8
Daughtry,"1,808.4",0.716,"1,790.1","1,752.8"
DRAM,"1,805.5",0.225,"1,302.2",206.4
Brandy,"1,805.2",1.005,"1,366.5",756.4
Boomdabash,"1,804.3",0.162,"1,609.2",596.7
Sheryl Crow,"1,802.9",0.750,"1,603.6","1,291.7"
Shinda Kahlon,"1,801.5",1.094,,
Mc Pedrinho,"1,800.8",0.834,510.7,95.8
Petit Biscuit,"1,800.5",0.284,"1,696.2","1,351.3"
DJ BOY,"1,799.2",1.161,624.2,
Dirty Heads,"1,797.7",0.383,"1,728.4","1,336.8"
Siddhartha,"1,796.8",1.050,"1,778.0","1,542.3"
Auli'i Cravalho,"1,795.8",0.734,"1,214.7",28.9
Skank,"1,795.5",0.792,"1,795.0","1,671.3"
Duckjay,"1,793.7",1.324,,
Mecano,"1,793.5",0.779,"1,793.5","1,791.6"
El Bogueto,"1,793.1",3.264,969.8,50.1
The Wanted,"1,792.6",0.456,"1,778.1","1,762.0"
Belanova,"1,790.7",1.405,"1,782.5","1,774.2"
Binomio de Oro de AmÃ©rica,"1,790.7",1.547,"1,769.9","1,769.9"
Anna Kendrick,"1,790.3",0.497,"1,149.2",615.5
Fito Paez,"1,790.2",0.706,"1,706.3","1,531.0"
Lecrae,"1,789.8",0.630,"1,186.1",410.6
MotÃ¶rhead,"1,788.9",0.578,"1,584.2","1,578.0"
Alle Farben,"1,788.7",0.308,"1,322.5",187.1
Felipe AraÃºjo,"1,788.1",0.567,"1,696.9",748.7
Gur Sidhu,"1,787.6",5.389,158.3,13.8
Celia Cruz,"1,787.6",0.745,"1,393.6",665.5
Bruno Major,"1,786.2",0.482,"1,774.4","1,774.4"
KSHMR,"1,786.2",0.374,833.7,67.4
Dylan Scott,"1,786.1",0.683,"1,700.3","1,678.6"
Adriel Favela,"1,783.7",0.408,"1,355.7",523.9
Mazzy Star,"1,783.5",1.753,"1,776.0","1,768.4"
Farid Bang,"1,781.9",0.287,939.2,435.0
Aqua,"1,781.8",0.613,"1,203.0","1,150.5"
Placebo,"1,781.1",0.648,"1,781.1","1,719.8"
Josh A,"1,780.6",0.212,"1,718.9",696.7
Pancho Barraza,"1,780.1",0.984,"1,618.7","1,076.9"
"Hank Williams, Jr.","1,779.9",0.910,"1,658.4","1,548.0"
DAY6,"1,779.8",0.806,"1,779.8","1,779.8"
Tay-K,"1,777.6",0.365,"1,659.1","1,363.4"
Conrad Sewell,"1,776.9",0.392,216.9,212.1
Palak Muchhal,"1,776.0",1.684,740.9,272.3
Vasco Rossi,"1,774.8",0.726,"1,769.3","1,751.1"
Djavan,"1,774.6",1.143,"1,531.5","1,471.8"
LEA,"1,773.7",0.425,"1,285.4",834.9
Bonobo,"1,771.7",0.432,"1,690.8","1,093.2"
Malik Montana,"1,771.6",1.366,"1,187.3",388.0
Leto,"1,770.8",1.025,"1,120.2",530.3
Phantogram,"1,770.7",1.413,"1,696.3","1,235.4"
Fleet Foxes,"1,770.7",0.528,"1,684.2","1,681.7"
CORPSE,"1,769.5",0.329,"1,564.8",729.0
Lucky Brown,"1,767.6",3.051,"1,060.6",1.4
Fito y Fitipaldis,"1,767.2",0.952,"1,635.1","1,572.1"
Gibbs,"1,767.0",1.015,651.4,152.4
Frankie Ruiz,"1,766.9",1.504,"1,762.1","1,760.9"
Abhijeet,"1,766.9",1.822,"1,315.6",768.4
Asha Bhosle,"1,765.5",1.614,"1,063.9",145.0
Eddie Santiago,"1,764.8",1.252,"1,754.8","1,754.8"
Thamarai,"1,763.5",1.425,,
Abraham Mateo,"1,762.2",1.739,"1,219.2",246.2
Colter Wall,"1,762.0",0.951,"1,736.0","1,481.2"
Clave Especial,"1,761.9",3.145,"1,741.8",582.6
Slayer,"1,761.8",0.616,"1,761.8","1,757.7"
Kristen Bell,"1,760.9",0.609,"1,676.9",117.2
Millonario,"1,760.3",1.511,712.3,542.5
BlocBoy JB,"1,759.2",0.118,"1,309.7",124.5
DJ Oreia,"1,758.8",1.757,40.3,
Iyaz,"1,758.8",0.819,"1,575.2","1,515.9"
Xzibit,"1,757.1",0.628,598.5,320.2
Billy Talent,"1,756.3",0.482,"1,756.3","1,739.8"
Jatin-Lalit,"1,755.7",1.425,"1,656.7",20.8
Josh Turner,"1,754.1",0.615,"1,741.1","1,671.7"
Quebonafide,"1,752.8",0.815,962.4,213.8
Stephanie Beatriz,"1,752.6",0.807,549.4,174.4
Clayton & RomÃ¡rio,"1,752.1",1.785,"1,408.9",983.9
Michael Kiwanuka,"1,751.5",0.755,"1,716.0","1,633.8"
sanah,"1,751.3",0.892,"1,578.7","1,108.6"
Lifehouse,"1,751.1",0.638,"1,751.1","1,690.3"
John Summit,"1,750.7",1.937,"1,455.5",213.8
Modest Mouse,"1,750.7",0.446,"1,750.7","1,748.9"
Di PropÃ³sito,"1,749.6",0.707,868.5,412.7
SLANDER,"1,748.6",0.599,"1,244.4",10.0
Benny Benassi,"1,747.4",0.674,981.2,495.5
Ace of Base,"1,746.7",1.283,"1,745.3","1,721.5"
Projota,"1,746.4",0.464,"1,494.4",987.8
In Flames,"1,745.6",0.420,"1,690.1","1,690.1"
Eve,"1,743.4",0.710,"1,733.3","1,640.3"
Espinoza Paz,"1,742.8",1.152,"1,436.6","1,351.8"
Third Eye Blind,"1,742.4",0.892,"1,742.4","1,740.6"
Gipsy Kings,"1,741.8",0.740,"1,445.3","1,443.6"
Lil' Kim,"1,741.1",0.673,464.9,261.6
RunâD.M.C.,"1,740.3",0.508,"1,736.7",647.1
Barry White,"1,739.3",0.798,"1,678.7","1,596.1"
Chet Faker,"1,737.7",0.391,"1,174.6","1,037.8"
R.K.M & Ken-Y,"1,736.5",1.106,"1,209.0",916.0
Starship,"1,735.9",1.248,"1,735.9","1,735.2"
Nicky Romero,"1,735.3",0.333,763.0,228.8
Yung Lean,"1,734.7",0.791,"1,477.0","1,223.7"
Popcaan,"1,733.3",0.520,780.3,456.8
Jeff Buckley,"1,733.1",2.194,"1,731.0","1,693.4"
Showtek,"1,729.1",0.381,561.1,130.5
Lauren Alaina,"1,728.8",0.393,504.9,375.8
Brendon Urie,"1,728.7",0.229,,
OHGEESY,"1,727.8",1.211,439.6,125.0
Anthony Ramos,"1,727.4",0.775,128.5,128.5
Seu Jorge,"1,725.4",0.982,930.8,805.8
Alan Menken,"1,724.7",0.566,"1,618.8",574.2
Shouse,"1,723.9",0.598,"1,690.1",835.2
Priya Saraiya,"1,723.0",1.456,44.5,35.6
Edicion Especial,"1,722.1",2.282,"1,601.0","1,428.9"
Vald,"1,721.8",0.514,"1,380.2","1,114.7"
Tungevaag,"1,721.6",0.263,984.4,290.5
JÃ£o,"1,720.0",0.495,"1,589.3","1,479.7"
Afgan,"1,719.6",1.755,"1,534.1","1,354.8"
Zola,"1,719.3",0.427,"1,665.8","1,150.9"
Pailita,"1,717.8",0.539,417.8,15.1
La Quinta Estacion,"1,716.8",1.018,"1,716.8","1,642.9"
Lauren Spencer Smith,"1,716.5",1.061,"1,711.7","1,669.4"
DedublÃ¼man,"1,715.3",1.083,"1,703.6",872.3
Darkiel,"1,714.3",1.213,330.7,188.3
Mc Daniel,"1,712.1",0.963,399.3,0.4
Theory of a Deadman,"1,708.7",0.444,"1,693.3","1,668.6"
Dawid PodsiadÅo,"1,708.0",0.667,"1,111.9",999.9
Natanzinho Lima,"1,707.6",4.153,"1,215.4","1,076.6"
Miksu / Macloud,"1,707.2",0.523,881.2,0.1
Social House,"1,707.1",0.524,625.0,71.5
Bleachers,"1,705.4",0.989,"1,241.3","1,099.3"
JÃ³sean Log,"1,705.0",1.412,"1,609.4","1,609.4"
Oscar Peterson,"1,704.8",0.876,"1,238.1",313.8
James Morrison,"1,704.0",0.452,"1,656.0","1,202.6"
Faith Evans,"1,703.3",0.578,481.1,386.1
Tony Effe,"1,703.0",0.693,"1,067.9",390.6
BANNERS,"1,702.1",0.423,"1,688.9","1,644.7"
Tiziano Ferro,"1,700.8",0.773,"1,593.1","1,448.4"
Panteon Rococo,"1,700.4",0.748,"1,627.7","1,296.5"
Rich Music LTD,"1,700.0",0.477,"1,700.0",
Sagopa Kajmer,"1,698.9",1.000,"1,575.6","1,433.0"
Lasso,"1,696.9",0.827,"1,424.8",817.7
Kidd Voodoo,"1,696.4",2.528,"1,077.8",141.2
GÃ¼lÅen,"1,693.5",1.347,"1,458.0","1,221.2"
BABYMONSTER,"1,691.3",2.684,"1,691.3","1,691.3"
Jack & Jack,"1,690.4",0.179,641.5,569.3
Plain White T's,"1,690.2",0.423,"1,689.4","1,686.5"
Yann Tiersen,"1,689.1",0.471,"1,688.5","1,617.5"
1nonly,"1,688.9",0.710,"1,549.9",654.7
ChitÃ£ozinho & XororÃ³,"1,688.1",0.944,"1,326.5",802.1
Yuuri,"1,687.5",0.850,"1,681.3","1,678.3"
Tarkan,"1,687.5",0.959,"1,553.8","1,549.3"
The Animals,"1,686.8",0.849,"1,686.8","1,678.6"
For Revenge,"1,686.7",2.643,"1,678.1","1,184.6"
Cruz CafunÃ©,"1,686.1",0.895,769.3,505.8
Bvga Beatz,"1,685.6",1.063,,
NATHY PELUSO,"1,684.9",0.812,795.4,701.8
Rosa Linn,"1,684.3",0.510,"1,660.3","1,530.9"
Tony Bennett,"1,683.4",0.346,"1,623.0",717.4
Lijpe,"1,683.0",0.760,"1,057.1",755.8
JJ Lin,"1,681.6",0.716,"1,656.5","1,455.8"
Jadakiss,"1,680.9",0.461,294.8,77.0
Oki,"1,679.3",1.033,"1,182.4",55.5
Ray LaMontagne,"1,679.0",0.602,"1,668.9","1,518.2"
John Mellencamp,"1,677.0",0.491,"1,669.8","1,633.3"
Little Big Town,"1,676.4",0.349,"1,501.4","1,481.6"
NEEDTOBREATHE,"1,674.8",0.496,"1,590.0","1,286.4"
Blood Orange,"1,674.4",1.615,"1,514.9",999.5
Broiler,"1,673.6",0.531,406.8,146.7
Jamule,"1,670.7",0.318,987.1,608.7
BIN,"1,670.4",1.384,"1,035.7",7.4
Treaty Oak Revival,"1,669.9",2.895,"1,650.6","1,650.6"
Josylvio,"1,668.8",0.360,"1,089.7",486.1
Cedric Gervais,"1,668.7",0.326,177.9,33.0
R. City,"1,668.1",0.624,"1,345.6",32.5
Gavin DeGraw,"1,667.6",0.270,"1,413.1","1,412.0"
Camilo Sesto,"1,667.3",0.845,"1,667.3","1,620.5"
Pyotr Ilyich Tchaikovsky,"1,666.3",0.904,"1,623.5",
Dhvani Bhanushali,"1,665.6",0.689,270.4,6.3
Warren Zeiders,"1,665.1",1.159,"1,660.1","1,596.4"
GAYLE,"1,664.9",0.241,"1,614.1","1,547.1"
SalimâSulaiman,"1,663.8",1.279,"1,646.2",22.5
New West,"1,662.5",1.074,"1,662.5","1,642.2"
Stevie Nicks,"1,662.2",1.037,"1,312.7","1,176.4"
The Cars,"1,660.9",0.720,"1,660.9","1,660.6"
The Piano Guys,"1,660.7",0.346,"1,556.0","1,160.1"
TAEYEON,"1,660.0",0.428,"1,498.0","1,381.8"
Shindy,"1,659.8",0.589,"1,370.7",998.0
DELLAFUENTE,"1,659.2",0.854,"1,089.0",367.6
Bakermat,"1,658.9",0.436,"1,481.0","1,084.9"
Claude Debussy,"1,658.9",0.751,"1,629.8",
Rocco Hunt,"1,658.8",0.371,"1,255.6",460.2
The Outfield,"1,658.5",0.703,"1,658.5","1,632.8"
Set It Off,"1,656.7",0.599,"1,607.7","1,359.7"
Aimer,"1,655.9",0.693,"1,517.4","1,448.3"
Gaab,"1,655.8",0.693,424.7,188.0
MC G15,"1,655.6",0.736,589.0,315.5
Royal Blood,"1,655.0",0.399,"1,645.6","1,636.6"
Sameer Anjaan,"1,654.3",1.708,,
The Ronettes,"1,653.9",1.253,"1,651.2","1,649.4"
FLETCHER,"1,653.7",0.370,"1,356.8","1,061.3"
Vanessa Hudgens,"1,653.2",0.482,201.1,122.1
Elle King,"1,650.5",0.553,"1,276.4",990.9
Killer Mike,"1,649.6",0.322,238.2,53.7
NDX A.K.A.,"1,648.8",1.627,"1,619.6","1,609.5"
Jawsh 685,"1,648.0",0.168,"1,643.5",64.0
Dharius,"1,647.8",0.864,866.4,598.0
Gloria Estefan,"1,646.9",0.616,"1,175.4",817.3
Jim Croce,"1,646.2",0.727,"1,646.2","1,646.2"
Feby Putri,"1,645.7",1.525,"1,215.5",528.6
Creepy Nuts,"1,645.3",1.278,"1,642.5","1,537.5"
DJ Glenner,"1,644.9",1.517,0.5,
Russell Dickerson,"1,644.8",0.676,"1,530.1","1,332.6"
Bread,"1,643.8",0.876,"1,643.8","1,643.8"
Parker McCollum,"1,643.6",0.838,"1,549.5","1,540.9"
A Great Big World,"1,642.8",0.254,"1,619.0",376.9
AK AUSSERKONTROLLE,"1,642.5",0.516,"1,348.7",758.0
Au/Ra,"1,642.4",0.394,597.8,372.1
Famous Dex,"1,641.3",0.161,"1,439.7",642.0
ROZES,"1,640.7",0.485,57.1,46.7
Billie Holiday,"1,640.2",1.631,"1,539.9","1,345.2"
Neck Deep,"1,639.3",0.627,"1,632.4","1,630.6"
Aleks Syntek,"1,637.7",0.714,"1,166.3",731.8
Hikaru Utada,"1,637.5",1.774,"1,590.2","1,445.4"
Chefin,"1,637.4",1.229,849.8,
MONSTA X,"1,636.7",0.273,"1,570.3","1,445.6"
Borges,"1,635.7",0.970,499.8,
Mijares,"1,635.4",0.636,"1,455.1","1,083.5"
Skusta Clee,"1,632.7",1.425,672.7,428.7
Hande Yener,"1,632.7",1.246,"1,609.2","1,448.7"
TIAGO IORC,"1,631.6",0.426,"1,225.0","1,051.1"
Miles Davis,"1,629.5",0.647,"1,595.2",870.5
Mariah Angeliq,"1,629.2",0.354,283.2,125.6
Murda,"1,628.6",0.347,"1,195.3",227.9
Joe Cocker,"1,628.0",0.526,"1,549.9","1,050.1"
Belo,"1,627.5",1.270,998.3,915.9
Ben Platt,"1,627.3",0.415,"1,307.2",743.6
Love Funk,"1,625.0",1.163,,
La Sonora Dinamita,"1,624.7",0.973,"1,606.4",299.6
OBOY,"1,623.2",0.479,"1,264.9","1,176.1"
Mc JacareÌ,"1,621.9",4.474,"1,337.8",661.7
Chance PeÃ±a,"1,620.8",1.425,"1,596.1","1,581.5"
Mr Eazi,"1,619.9",0.370,428.4,150.9
Stan Getz,"1,619.6",0.728,"1,586.7",480.8
Kaaris,"1,618.7",0.581,"1,350.9",992.7
Roy Woods,"1,618.2",0.247,"1,464.0",735.6
Parokya Ni Edgar,"1,618.1",1.240,"1,618.1","1,353.2"
Ivy Queen,"1,617.4",0.734,"1,152.3","1,131.3"
SnÃ¸w,"1,617.3",0.256,196.0,56.8
MadMan,"1,615.8",0.287,791.3,415.5
Bipolar Sunshine,"1,615.5",0.626,17.6,1.2
Whethan,"1,615.3",0.494,"1,020.3",12.4
Joe,"1,615.0",0.613,842.6,676.0
Los Alegres Del Barranco,"1,613.9",1.216,"1,551.5","1,499.5"
Intense,"1,613.4",0.925,114.4,
FIFTY FIFTY,"1,612.9",0.540,"1,612.9","1,528.7"
