artist,artist_id,followers,genres,popularity,type,rank,daily streams,peak daily,monthly listeners,total_page_views,total_songs_count,songs_with_duration_count
DaBaby,4r63FhuTkUYltbVAg5TQnk,12974146.0,nan,77.0,artist,"19,192.5",3.328,"8,812.7","4,940.4",6127903.0,13.0,4.0
Quality Control,6i392l38cR3uBPF0DbNs7S,1609479.0,nan,64.0,artist,"2,434.5",0.72,"2,433.8",nan,5597111.0,18.0,15.0
Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,12308916.0,nan,72.0,artist,"12,549.5",1.694,"12,496.1","7,150.6",32310039.0,23.0,0.0
Lil Yachty,6icQOAFXDZKsumw3YXyusw,10919797.0,nan,76.0,artist,"12,215.3",2.844,"5,247.4","2,010.9",7820225.0,20.0,3.0
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,37612778.0,nan,85.0,artist,"19,141.1",12.324,"18,331.0","17,079.9",17497931.0,17.0,7.0
Tainy,0GM7qgcRCORpGnfcN2tCiB,3420695.0,reggaeton,78.0,artist,"9,702.1",3.981,"4,898.5",6.5,728631.0,10.0,2.0
Miguel,360IAlyVv4PCEVjgyMZrxK,6149102.0,r&b,79.0,artist,"11,655.0",4.649,"6,647.5","4,794.3",7050884.0,11.0,5.0
Mora,1TfSVLC8KtuIo6uWNqCbqU,244.0,nan,5.0,artist,"11,664.2",7.086,"8,878.4","3,510.7",1396010.0,12.0,0.0
Brytiago,00XhexlJEXQstHimpZN910,7709810.0,"trap latino, reggaeton, urbano latino, trap",74.0,artist,"7,215.0",2.984,"2,594.8",129.0,810153.0,10.0,3.0
Quavo,0VRj0yCOv2FXJNP47XQnx5,8105266.0,nan,77.0,artist,"18,398.2",3.755,"2,745.8",775.4,1236591.0,6.0,4.0
Mac Miller,4LLpKhyESsyAXpc4laK94U,12196853.0,nan,82.0,artist,"18,015.3",7.019,"16,748.9","11,697.7",14364255.0,18.0,5.0
50 Cent,3q7HBObVc0L8jNeTe5Gofh,18951237.0,"east coast hip hop, old school hip hop",83.0,artist,"17,876.3",9.011,"12,171.0","7,340.9",16341176.0,14.0,2.0
Natanael Cano,0elWFr7TW8piilVRYJUe4P,21617352.0,"corridos tumbados, corrido, corridos bélicos, sierreño, sad sierreño, electro corridos, música mexicana, banda",84.0,artist,"17,804.1",10.916,"12,036.5","6,528.1",861629.0,10.0,1.0
Gabito Ballesteros,6Sbl0NT50roqWvy746MfVf,6172951.0,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, sierreño, banda",80.0,artist,"7,825.5",6.115,"2,935.1",655.8,1005458.0,8.0,0.0
Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,11041698.0,melodic rap,80.0,artist,"17,708.6",5.369,"10,994.2","5,547.8",9640657.0,20.0,6.0
Elton John,3PhoLpVuITZKcymswpck5b,15588534.0,nan,81.0,artist,"17,565.3",6.254,"15,808.2","11,022.1",43190417.0,23.0,6.0
YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,15028512.0,nan,85.0,artist,"17,359.8",11.963,"12,963.6","11,440.8",15381211.0,28.0,6.0
Tyga,5LHRHt1k9lMyONurDHEdrp,7325534.0,nan,78.0,artist,"17,254.0",3.94,"7,196.6","2,684.1",9788242.0,17.0,6.0
Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,15754119.0,"reggaeton, pop urbano, latin, colombian pop",81.0,artist,"17,120.9",5.779,"7,855.0","5,264.7",586586.0,10.0,7.0
Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,26647726.0,"bachata, latin",83.0,artist,"17,054.9",8.282,"11,894.5","6,988.3",3068218.0,15.0,11.0
K-391,6pWcSL9wSJZQ9ne0TnhdWr,532851.0,nan,62.0,artist,"1,868.9",0.468,764.7,148.4,586395.0,10.0,0.0
Ina Wroldsen,7hssUdpvtY5oiARaUDgFZ3,195529.0,norwegian pop,57.0,artist,"1,359.8",0.211,504.0,161.8,606188.0,13.0,9.0
The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,21707844.0,nan,84.0,artist,"16,832.7",12.02,"16,821.6","16,254.8",11211317.0,16.0,11.0
Jawsh 685,56mfhUDKa1vec6rSLZV5Eg,146233.0,nan,56.0,artist,"1,648.0",0.168,"1,643.5",64.0,902345.0,8.0,1.0
Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,25357145.0,"soft pop, pop",80.0,artist,"16,639.1",6.649,"13,232.2","7,782.4",11364956.0,14.0,6.0
Metallica,2ye2Wgw4gimLv2eAKyk1NB,32266072.0,"metal, thrash metal, rock, heavy metal, hard rock",82.0,artist,"16,621.5",7.645,"16,548.6","16,309.1",13114641.0,19.0,10.0
Luke Combs,718COspgdWOnwOFpJHRZHS,13431133.0,country,83.0,artist,"16,602.4",8.13,"15,329.2","14,585.8",2424082.0,16.0,8.0
Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,7351195.0,"country, red dirt",85.0,artist,"16,513.5",11.086,"16,481.2","13,183.1",4522983.0,15.0,2.0
Kodak Black,46SHBwWsqBkxI7EeeBEQG7,12509530.0,nan,80.0,artist,"16,479.1",5.711,"10,643.6","6,828.0",13569458.0,17.0,1.0
Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,5997011.0,"southern hip hop, rap, trap",76.0,artist,"13,778.0",3.006,"6,719.2","1,472.5",7827210.0,16.0,2.0
USHER,23zg3TcAtWQy7J6upgbUnj,13795886.0,r&b,81.0,artist,"16,470.2",7.481,"11,152.8","4,685.0",9275772.0,14.0,3.0
Summer Walker,57LYzLEk2LcFghVwuWbcuS,8037666.0,r&b,77.0,artist,"9,808.2",3.361,"7,030.8","3,466.9",8206102.0,17.0,12.0
Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT,30182599.0,"sertanejo, sertanejo universitário, arrocha, agronejo",85.0,artist,"16,459.4",11.273,"13,574.7","13,158.0",46992.0,15.0,1.0
Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,9852051.0,nan,76.0,artist,"16,359.2",2.964,"5,606.4","2,665.1",2886941.0,10.0,2.0
Nico & Vinz,0awl5piYwO0CDTHEkCjUhn,574765.0,nan,62.0,artist,"1,844.5",0.407,"1,615.1","1,412.8",2586202.0,17.0,10.0
Justin Timberlake,31TPClRtHm23RisEBtV3X7,15865189.0,nan,82.0,artist,"16,333.5",8.145,"11,726.8","8,012.5",19213171.0,20.0,5.0
Anna Kendrick,6xfqnpe2HnLVUaYXs2F8YS,391466.0,children's music,62.0,artist,"1,790.3",0.497,"1,149.2",615.5,1954379.0,13.0,4.0
Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,7772606.0,nan,70.0,artist,"7,529.4",1.248,"6,769.6","3,814.8",24380118.0,17.0,9.0
Swae Lee,1zNqQNIdeOUZHb8zbZRFMX,3034935.0,nan,77.0,artist,"16,257.3",4.188,446.5,128.6,632354.0,7.0,0.0
Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,5783025.0,"country, pop country",71.0,artist,"7,147.0",1.585,"4,671.4","2,940.3",1112315.0,13.0,7.0
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,15635970.0,"brooklyn drill, new york drill, drill",76.0,artist,"15,788.9",2.675,"14,261.0","7,649.3",13569544.0,18.0,10.0
Don Omar,33ScadVnbm2X8kkUqOkC6Z,16435559.0,"reggaeton, urbano latino",83.0,artist,"16,050.5",9.481,"12,724.0","6,957.9",3544261.0,18.0,13.0
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,27287087.0,nan,78.0,artist,"16,013.9",3.953,"10,723.6","9,230.0",8022178.0,15.0,11.0
LISA,68QvqbdqwqqjW39YpUJHdG,69259.0,swedish pop,45.0,artist,"4,614.1",2.98,"3,991.7","3,201.5",12833306.0,20.0,0.0
JENNIE,250b0Wlc5Vk0CoUsaCY84M,12427174.0,k-pop,81.0,artist,"6,022.1",7.036,"3,361.3","2,660.5",5944990.0,12.0,10.0
Carlos Vives,4vhNDa5ycK0ST968ek7kRr,6803913.0,"colombian pop, vallenato, latin, latin pop",72.0,artist,"5,293.2",1.75,"4,471.0","1,705.9",439055.0,13.0,3.0
TINI,7vXDAI8JwjW531ouMGbfcp,9236250.0,latin pop,77.0,artist,"7,686.7",4.625,"5,290.2","1,680.5",236202.0,11.0,0.0
Aitana,7eLcDZDYHXZCebtQmVFL25,3539539.0,nan,76.0,artist,"5,253.0",3.692,"3,188.3","1,611.3",527195.0,13.0,0.0
6ix9ine,7gZfnEnfiaHzxARJ2LeXrf,6951592.0,nan,70.0,artist,"7,817.2",1.699,"6,411.0","2,167.5",26225058.0,17.0,11.0
PnB Rock,21WS9wngs9AqFckK7yYJPM,4290618.0,melodic rap,66.0,artist,"5,039.8",0.845,"2,214.2","1,103.5",4055178.0,12.0,6.0
Wisin,1wZtkThiXbVNtj6hee6dz9,9064905.0,"reggaeton, urbano latino",80.0,artist,"12,411.8",3.995,"4,425.2",550.1,495078.0,12.0,0.0
Cris MJ,1Yj5Xey7kTwvZla8sqdsdE,7035869.0,"reggaeton chileno, chilean trap, chilean mambo, reggaeton",81.0,artist,"9,736.0",6.841,"6,054.2","3,866.1",434662.0,7.0,5.0
JACKBOYS,7A8S43ryYdbWpJKeHRZRcq,1322508.0,nan,62.0,artist,"1,842.1",0.464,"1,842.1",48.9,4031273.0,6.0,6.0
CNCO,0eecdvMrqBftK0M1VKhaF4,9360815.0,"reggaeton, latin",65.0,artist,"4,380.0",0.826,"3,901.7","2,573.7",3533409.0,18.0,13.0
Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,10903317.0,"french house, electronic, electro",82.0,artist,"15,582.5",7.207,"9,221.8","5,573.5",11977755.0,16.0,10.0
Don Toliver,4Gso3d4CscCijv0lmajZWs,7516605.0,nan,85.0,artist,"15,442.6",12.49,"8,889.2","5,938.4",3255196.0,12.0,5.0
Masego,3ycxRkcZ67ALN3GQJ57Vig,1589412.0,nan,69.0,artist,"2,677.5",1.101,"2,080.1",788.7,1928768.0,16.0,12.0
Luis Miguel,2nszmSgqreHSdJA3zWPyrW,20605783.0,"mariachi, bolero, latin pop, ranchera, villancicos",82.0,artist,"15,311.5",7.456,"15,294.3","15,281.7",274216.0,5.0,1.0
AC/DC,711MCceyCBcFnzjGY4Q7Un,32378039.0,"rock, hard rock, classic rock, rock and roll",81.0,artist,"15,255.5",6.525,"15,255.5","15,255.5",5945441.0,20.0,13.0
Hozier,2FXC3k01G6Gw61bmprjgqS,9129383.0,nan,82.0,artist,"15,251.1",7.68,"14,132.7","13,769.7",23020852.0,22.0,13.0
Tate McRae,45dkTj5sMRSjrmBSBeiHym,9347897.0,nan,89.0,artist,"15,064.9",19.171,"13,459.9","12,301.6",7176989.0,15.0,9.0
P!nk,6gjAbs229sNHhSskJpQ2mG,882.0,opera,20.0,artist,"15,045.8",4.407,"13,645.7","10,186.1",4242904.0,13.0,0.0
Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,9266136.0,nan,77.0,artist,"9,961.0",3.56,"5,458.5","4,165.8",4448524.0,17.0,4.0
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,13231764.0,nan,79.0,artist,"15,013.3",4.196,"10,347.6","7,990.2",4142918.0,14.0,6.0
James Arthur,4IWBUUAFIplrNtaOHcJPRM,20882073.0,soft pop,79.0,artist,"14,984.0",6.932,"13,763.3","11,979.4",8766522.0,14.0,5.0
Mustard,0YinUQ50QDB7ZxSCLyQ40k,1940178.0,nan,71.0,artist,"6,168.9",1.467,"3,221.1",4.2,5631963.0,14.0,1.0
Flo Rida,0jnsk9HBra6NMjO2oANoPY,8985923.0,nan,79.0,artist,"14,691.2",6.212,"10,729.6","3,957.7",3756804.0,9.0,6.0
Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,5592786.0,"country, pop country, acoustic country",70.0,artist,"9,446.0",1.461,"6,109.8","4,332.5",1201974.0,15.0,10.0
Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,8313609.0,nan,80.0,artist,"14,688.3",5.7,"10,323.5","7,187.1",8352653.0,19.0,3.0
Polo G,6AgTAQt8XS6jRWi4sX7w49,13088496.0,nan,77.0,artist,"14,686.3",2.961,"10,258.4","6,721.3",7805632.0,14.0,0.0
Skylar Grey,4utLUGcTvOJFr6aqIJtYWV,673853.0,nan,66.0,artist,"3,697.6",0.842,801.8,504.3,1983123.0,12.0,3.0
Akon,1SAObfwYJSC9qgMlCcUVRp,73.0,nan,7.0,artist,"14,680.8",7.883,"6,803.1","3,708.2",9435195.0,14.0,8.0
Duki,5yGfPBU9IdpwZjK7WALeCv,1724.0,nan,34.0,artist,"14,569.1",5.243,"7,251.3","3,129.4",3876514.0,16.0,4.0
KHEA,4m6ubhNsdwF4psNf3R8kwR,6266565.0,"argentine trap, trap, trap latino",73.0,artist,"6,836.8",2.306,"3,209.9",597.6,2385606.0,13.0,0.0
Rusherking,3Apb2lGmGJaBmr0TTBJvIZ,1921853.0,"argentine trap, cuarteto",64.0,artist,"2,383.5",0.616,799.9,7.6,522765.0,8.0,0.0
DJ Snake,540vIaP2JwjQb9dm3aArA4,9336895.0,nan,78.0,artist,"14,515.0",4.138,"11,011.7",502.5,19436030.0,18.0,13.0
Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,5329507.0,nan,79.0,artist,"14,499.3",4.416,"3,598.2","2,614.9",4676744.0,10.0,1.0
Cody Johnson,6zLBxLdl60ekBLpawtT63I,1967179.0,"texas country, country, red dirt",74.0,artist,"4,001.3",2.644,"3,873.8","3,674.3",674914.0,15.0,0.0
C. Tangana,5TYxZTjIPqKM8K8NuP9woO,3090374.0,nan,72.0,artist,"5,098.5",1.97,"4,434.6","1,363.7",1042066.0,22.0,0.0
Nirvana,6olE6TJLqED3rqDCT0FyPh,23471305.0,"grunge, rock",81.0,artist,"14,455.1",6.535,"14,455.1","14,454.4",23293266.0,18.0,11.0
Diplo,5fMUXHkw8R8eOP2RNVYEZX,2818219.0,moombahton,78.0,artist,"14,415.4",4.606,"4,998.2",32.0,2022431.0,8.0,3.0
Skrillex,5he5w2lnU9x7JFhnwcekXX,7527918.0,"dubstep, edm, electro, electronic",74.0,artist,"10,753.5",2.068,"5,092.8",902.1,2823674.0,9.0,7.0
Joji,3MZsBdqDrRTJihTHQrO6Dq,10701323.0,nan,82.0,artist,"12,846.3",6.703,"11,973.6","10,654.8",15478238.0,16.0,10.0
BIN,6gjAbs229sNHhSskJpQ2mG,882.0,opera,20.0,artist,"1,670.4",1.384,"1,035.7",7.4,50620.0,8.0,0.0
Britney Spears,26dSoYclwsYLMAKD3tpOr4,17826762.0,pop,81.0,artist,"14,210.8",8.108,"12,386.0","11,796.3",10106192.0,19.0,13.0
Lil Durk,3hcs9uc56yIGFCSy9leWe7,9551706.0,"chicago drill, drill",79.0,artist,"14,207.1",4.98,"6,242.8","2,598.2",9706704.0,22.0,5.0
King Von,6QtgPSJPSzcnn7dPZ4VINp,7987338.0,"chicago drill, drill",75.0,artist,"5,324.8",2.927,"4,612.3","3,235.9",5464984.0,15.0,7.0
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,12055681.0,k-pop,77.0,artist,"6,402.6",2.698,"6,128.9","5,427.5",984200.0,4.0,1.0
FloyyMenor,7CvTknweLr9feJtRGrpDBy,2208509.0,reggaeton chileno,76.0,artist,"4,111.8",3.266,"3,613.7",876.4,695322.0,7.0,7.0
Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,14017522.0,"classic rock, yacht rock, soft rock",84.0,artist,"14,066.9",9.422,"14,066.6","14,066.1",8013510.0,16.0,6.0
Justin Quiles,14zUHaJZo1mnYtn6IBRaRP,5030842.0,reggaeton,77.0,artist,"13,951.8",3.965,"4,512.2","1,851.6",335347.0,7.0,2.0
Chencho Corleone,37230BxxYs9ksS7OkZw3IU,2328868.0,reggaeton,76.0,artist,"9,748.0",3.626,524.4,250.9,50477.0,2.0,0.0
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,7707400.0,nan,79.0,artist,"13,849.2",5.4,"9,749.9","5,301.6",7996695.0,11.0,2.0
Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,9593964.0,nan,81.0,artist,"13,783.6",6.81,"13,323.4","9,938.7",6605742.0,16.0,9.0
Green Day,7oPftvlwr6VrsViSDV7fJY,17372217.0,"punk, pop punk",81.0,artist,"13,756.3",6.088,"13,648.9","13,647.8",10815456.0,18.0,11.0
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,13936514.0,"art rock, alternative rock",85.0,artist,"13,608.1",12.607,"13,605.2","13,538.4",31277395.0,19.0,11.0
Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD,13388702.0,"reggae, roots reggae",79.0,artist,"13,583.8",4.655,"13,433.4","12,503.5",10115574.0,19.0,13.0
ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,5041858.0,nan,72.0,artist,"7,297.3",1.871,"4,377.6","1,574.8",16223584.0,16.0,0.0
Raekwon,2yQf6b8hxahZaT5dHlWaB1,666205.0,"east coast hip hop, hardcore hip hop, old school hip hop, hip hop",62.0,artist,"1,320.8",0.393,326.4,53.2,2465908.0,15.0,1.0
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,11427378.0,"emo, pop punk",78.0,artist,"13,376.5",3.268,"12,148.7","11,327.5",9605591.0,18.0,9.0
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,14065024.0,soft pop,79.0,artist,"13,068.1",5.268,"13,068.1","12,604.5",10525346.0,16.0,14.0
Roddy Ricch,757aE44tKEUQEqRuT6GnEB,11871694.0,melodic rap,75.0,artist,"12,996.3",2.5,"6,254.9","4,647.3",9182875.0,14.0,7.0
Morat,5C4PDR4LnhZTbVnKWXuDKD,13942839.0,"colombian pop, latin pop",79.0,artist,"12,975.3",4.43,"10,598.8","7,745.1",379883.0,12.0,0.0
Ne-Yo,7wlFDEWiM5OoIAt8RSli8b,15028512.0,nan,85.0,artist,"12,951.4",6.44,"5,967.3","5,248.5",3058415.0,16.0,7.0
Jorge & Mateus,1elUiq4X7pxej6FRlrEzjM,24102112.0,"sertanejo, sertanejo universitário, arrocha, agronejo",80.0,artist,"12,950.4",5.685,"9,824.0","9,368.7",6980.0,14.0,0.0
Camilo,28gNT5KBp7IjEOQoevXf9N,20469836.0,"colombian pop, pop urbano",78.0,artist,"12,936.2",4.749,"7,679.8","3,255.3",350312.0,10.0,5.0
El Jordan 23,1fIJZfSmqQkuqfKNRmrS1V,1697582.0,"reggaeton chileno, chilean trap, chilean mambo, reggaeton mexa, mambo, reggaeton",64.0,artist,"1,301.0",0.654,881.0,73.0,268102.0,11.0,0.0
Bhavi,7fT2Me47PQ8T7954PKrcwR,1663877.0,"argentine trap, trap",66.0,artist,"1,587.0",0.782,770.3,100.4,1031915.0,11.0,0.0
Standly,0rjms710nwQTdrQheXHJfz,1367835.0,"reggaeton chileno, chilean trap, chilean mambo, mambo, reggaeton",65.0,artist,"1,982.4",0.83,"1,041.3",691.7,86002.0,9.0,5.0
Reik,3L7L7o7SKkWI8wsU43ycRl,314.0,nan,11.0,artist,"10,994.2",3.53,"9,145.5","4,759.8",355604.0,9.0,0.0
Milo j,19HM5j0ULGSmEoRcrSe5x3,8984368.0,argentine trap,82.0,artist,"6,165.9",8.226,"3,887.5","2,462.8",100072.0,3.0,0.0
LIT killah,1vqR17Iv8VFdzure1TAXEq,6367050.0,"argentine trap, trap latino, trap, urbano latino",69.0,artist,"3,405.5",1.126,"1,681.6",385.0,661271.0,12.0,0.0
Taiu,5szJHKg5xeUlQ9pTqzdpic,118945.0,argentine trap,65.0,artist,"2,061.3",0.81,5.9,nan,37813.0,3.0,0.0
NF,0WjcdSKSTiNtfM4uQDIPDm,6240.0,nan,29.0,artist,"12,848.0",3.278,"12,637.8","11,375.2",12362340.0,18.0,0.0
88rising,1AhjOkOLkbHUfcHDSErXQs,1043995.0,nan,64.0,artist,"2,290.5",0.67,"1,891.3",nan,4027516.0,17.0,5.0
Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,11254403.0,nan,85.0,artist,"12,709.4",13.898,"10,000.5","5,464.4",14706940.0,15.0,8.0
Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,10590834.0,"trap soul, r&b",80.0,artist,"12,685.0",4.467,"8,436.1","8,084.3",20154456.0,17.0,10.0
Lyanno,1Ts9of7VPZElwPQnqnDSfW,2017304.0,"reggaeton, trap latino, urbano latino",71.0,artist,"4,907.7",1.711,636.9,110.1,164520.0,5.0,1.0
Micro TDH,1aWJsBQa67l72j1VT3D6Ow,2722681.0,nan,68.0,artist,"2,601.0",1.268,"1,371.7",838.8,357475.0,10.0,0.0
2Pac,1ZwdS5xdxEREPySFridCfh,22621431.0,"old school hip hop, gangster rap, west coast hip hop, g-funk, hip hop",78.0,artist,"12,619.1",4.78,"11,944.7","4,913.0",56379007.0,32.0,17.0
Anirudh Ravichander,4zCH9qm4R2DADamUHMCa6O,43927935.0,"tamil pop, kollywood, tamil dance, tamil hip hop, tollywood, telugu pop",83.0,artist,"12,531.7",9.264,"9,966.4","1,466.3",2010854.0,24.0,1.0
Charli xcx,25uiPmTg16RbhZWAqwLBy5,6354118.0,"hyperpop, art pop",82.0,artist,"12,469.0",7.687,"8,433.6","5,447.2",18394612.0,31.0,27.0
John Mayer,0hEurMDQu99nJRq8pTxO14,6225568.0,singer-songwriter,76.0,artist,"12,439.3",3.571,"11,476.7","11,178.5",5320937.0,17.0,7.0
Major Lazer,738wLrAtLtCtFOLvQBXOXp,6304335.0,moombahton,73.0,artist,"12,437.7",2.347,"10,915.8",34.6,6376863.0,14.0,1.0
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,10917006.0,nan,77.0,artist,"12,413.3",3.362,"7,146.9","4,207.4",17509372.0,19.0,10.0
Los Legendarios,0n6sKrG0xKAf8xmdqeNGke,91152.0,reggaeton,56.0,artist,"1,898.1",0.195,720.7,nan,69225.0,6.0,6.0
Nacho,5NS0854TqZQVoRmJKSWtFZ,3157023.0,"merengue, reggaeton, latin",65.0,artist,"2,702.7",0.46,"1,489.1",292.4,369888.0,7.0,0.0
Wisin & Yandel,1wZtkThiXbVNtj6hee6dz9,9064905.0,"reggaeton, urbano latino",80.0,artist,"11,404.0",6.577,"7,669.5","4,738.4",215947.0,8.0,2.0
Stray Kids,2dIgFjalVxs4ThymZ67YCE,21114811.0,"k-pop, noise music",84.0,artist,"12,411.2",9.737,"12,315.5","11,735.7",1824033.0,6.0,0.0
PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,10174082.0,"dark r&b, r&b, trap soul",83.0,artist,"12,325.4",8.931,"8,836.7","5,911.0",13801582.0,20.0,7.0
Shreya Ghoshal,0oOet2f43PA68X5RxKobEy,33003813.0,"bollywood, hindi pop, desi, kannada pop, marathi pop",85.0,artist,"12,319.5",12.884,"1,831.0",656.8,532784.0,9.0,0.0
Naresh Iyer,7FaGCZiP3s6X7jQTB8EhfI,1720252.0,"tamil pop, kollywood, tollywood, telugu pop",68.0,artist,"1,333.0",1.329,227.4,41.2,508474.0,5.0,1.0
Sonu Nigam,1dVygo6tRFXC8CSWURQJq2,22596060.0,"kannada pop, bollywood, sandalwood, hindi pop, desi, marathi pop",78.0,artist,"4,578.6",4.804,"2,451.1",560.4,629043.0,8.0,1.0
A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,71594544.0,"tamil pop, kollywood, bollywood, sufi, hindi pop, desi",81.0,artist,"11,690.1",9.428,"9,883.1",509.4,2494490.0,39.0,0.0
Rahat Fateh Ali Khan,3OLGltG8UPIea8sA4w0yg0,28715186.0,"sufi, qawwali, bollywood, hindi pop, desi, ghazal",75.0,artist,"3,432.2",3.46,"1,598.5",612.9,724494.0,7.0,1.0
Gera MX,2hejA1Dkf8v8R0koF44FvW,6081616.0,"mexican hip hop, latin hip hop",74.0,artist,"5,984.3",2.896,"3,706.2","1,333.5",599426.0,12.0,1.0
Christian Nodal,0XwVARXT135rw8lyw1EeWP,16130776.0,"banda, ranchera, mariachi, norteño, música mexicana, grupera",78.0,artist,"12,314.6",4.416,"8,718.9","7,327.5",642609.0,10.0,8.0
Piso 21,4bw2Am3p9ji3mYsXNXtQcd,9648733.0,"reggaeton, colombian pop, pop urbano",73.0,artist,"7,548.9",1.884,"6,799.2","1,515.0",355213.0,13.0,7.0
Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,5296040.0,nan,70.0,artist,"8,663.2",1.173,"4,099.1","2,924.3",6015701.0,14.0,11.0
Sufjan Stevens,4MXUO7sVCaFgFjoTI5ox5c,2365640.0,baroque pop,70.0,artist,"3,608.0",1.518,"3,552.2","3,441.7",6267466.0,17.0,7.0
Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,14586772.0,nan,78.0,artist,"12,192.0",4.649,"11,076.5","10,000.1",57489197.0,23.0,9.0
Gorillaz,3AA28KZvwAUcZuOKwyblJQ,14584188.0,nan,83.0,artist,"12,159.0",8.085,"12,156.4","3,515.1",15198226.0,23.0,11.0
Dr. Dre,3TVXtAsR1Inumwj472S9r4,103393441.0,rap,95.0,artist,"12,145.4",3.711,"7,826.6",414.2,12353410.0,10.0,2.0
Marca MP,44mEtidu0VdRkIqO4IbkNa,2821354.0,"corrido, banda, corridos tumbados, sierreño, sad sierreño, corridos bélicos, música mexicana",65.0,artist,"2,572.1",0.855,"2,230.1","1,913.1",575007.0,15.0,2.0
Rels B,2IMZYfNi21MGqxopj9fWx8,10020823.0,"urbano latino, trap latino",81.0,artist,"12,103.5",5.49,"9,852.8","7,793.2",1028872.0,13.0,0.0
Freddie Gibbs,0Y4inQK6OespitzD6ijMwb,1482966.0,"alternative hip hop, jazz rap",69.0,artist,"2,071.3",1.083,"1,526.3",306.4,3466078.0,25.0,5.0
Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,11967768.0,christmas,80.0,artist,"12,049.9",7.348,"10,933.5","9,154.7",11499678.0,21.0,16.0
Quevedo,52iwsT98xCoGgiGntTiR7K,6439741.0,nan,82.0,artist,"12,007.7",6.707,"6,245.4","3,998.6",671585.0,12.0,2.0
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,4358291.0,nan,76.0,artist,"11,962.7",4.484,"7,926.6","5,245.7",9262730.0,13.0,6.0
Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,22763397.0,"progressive rock, psychedelic rock, classic rock, art rock, rock",80.0,artist,"11,952.7",5.452,"11,952.7","11,952.7",20930904.0,18.0,12.0
Grupo Frontera,6XkjpgcEsYab502Vr1bBeW,7508961.0,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, tejano, ranchera, corridos bélicos",84.0,artist,"11,897.8",9.04,"7,223.5","1,987.7",423830.0,4.0,2.0
Tito Double P,5eumcnUkdmGvkvcsx1WFNG,11445301.0,"corrido, corridos tumbados, corridos bélicos, electro corridos, dembow belico, música mexicana",85.0,artist,"9,370.9",11.028,"6,109.1","2,534.7",736924.0,12.0,0.0
Macklemore,3JhNCzhSMTxs9WLGJJxWOY,2838141.0,nan,74.0,artist,"11,885.6",2.432,"5,872.8",417.9,29838065.0,23.0,3.0
5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,10247841.0,nan,76.0,artist,"11,842.2",3.062,"11,104.4","10,622.3",7431083.0,16.0,0.0
Anne-Marie,1zNqDE7qDGCsyzJwohVaoX,12871841.0,nan,75.0,artist,"11,815.8",2.807,"4,732.0","3,562.9",4042355.0,12.0,4.0
Lauv,5JZ7CnR6gTvEMKX4g70Amv,6823283.0,nan,73.0,artist,"11,415.2",2.057,"10,265.1","7,006.6",5780051.0,16.0,9.0
